Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Aaron Judge,NYY,149,644,527,160,82,26,1,52,111,125,107,7,157,6,5,0,,11,2,0.30431,0.166018,0.243157,0.682759,0.423652,0.651177,0.446788,1.07483,0.346867,3.89617,0.336378,-1.32049,-0.106314,146.018,69.9247,193.448,-1.42681,4.44387,69.50282752513885,-2.756126880645752,9.09682,1.8600000143051147,,,,,,,1293.2,8.67919463,1293.2,8.67919463,,,,,,,,,,,,,,,,,,,Yankees,15640,592450
Bobby Witt Jr.,KCR,157,679,615,186,109,38,7,32,110,104,52,4,109,7,5,0,,35,11,0.302308,0.0763275,0.160536,0.475455,0.360557,0.543732,0.382873,0.904289,0.241425,6.98615,0.32129,2.12478,1.65443,118.718,38.4892,145.274,3.77921,9.69313,40.01084589958191,16.968125820159912,8.22071,3.069999933242798,,,,,,,1090.2,6.943949044,1090.2,6.943949044,,,,,,,,,,,,,,,,,,,Royals,25764,677951
Juan Soto,NYM,159,686,557,158,91,27,2,39,110,107,121,6,119,4,5,0,,22,8,0.284685,0.176264,0.173872,1.01376,0.41248,0.547678,0.408472,0.960158,0.262993,4.67169,0.296904,-0.72028,-0.125942,134.2,53.1438,168.702,-0.846223,-2.32464,55.01233595609665,-9.874644041061401,6.95327,4.679999828338623,,,,,,,1178.5,7.411949685,1178.5,7.411949685,,,,,,,,,,,,,,,,,,,Mets,20123,665742
Shohei Ohtani,LAD,157,679,582,168,84,29,6,50,124,122,88,6,164,5,5,0,,25,7,0.288615,0.129253,0.241945,0.534223,0.383518,0.614842,0.416603,0.99836,0.326227,6.70534,0.317245,0.0862368,0.876483,137.313,57.084,171.48,0.962719,0.0,58.48699605464935,-16.975000381469727,6.55849,1.2599999904632568,,,,,,,1254.0,7.987261146,1254.0,7.987261146,,,,,,,,,,,,,,,,,,,Dodgers,19755,660271
Gunnar Henderson,BAL,156,672,590,166,97,34,6,28,108,96,71,3,143,6,5,0,,24,5,0.281191,0.105481,0.212674,0.495972,0.361501,0.503591,0.369604,0.865092,0.2224,6.69152,0.325266,1.60662,1.5792,110.255,30.8533,140.595,3.18582,-2.32845,35.338160276412964,4.871553897857666,6.48036,12.4399995803833,,,,,,,998.2,6.398717948,998.2,6.398717948,,,,,,,,,,,,,,,,,,,Orioles,26289,683002
Cal Raleigh,SEA,159,637,554,134,72,25,1,37,84,99,73,3,167,6,4,0,,9,3,0.2425,0.115285,0.262289,0.439534,0.335025,0.488543,0.352001,0.823569,0.246044,3.55314,0.275546,-1.68041,-0.429225,95.4687,20.155,133.556,-2.10964,10.586,23.099125862121582,17.735992908477783,6.4225,18.6299991607666,,,,,,,868.1,5.459748427,868.1,5.459748427,,,,,,,,,,,,,,,,,,,Mariners,21534,663728
Julio Rodríguez,SEA,159,686,621,175,112,32,3,29,94,97,51,4,148,10,5,0,,29,7,0.282528,0.0745203,0.215855,0.345232,0.343995,0.484183,0.354488,0.828178,0.201654,5.81421,0.325751,0.640145,1.83443,104.133,23.0766,135.269,2.47458,2.45065,30.99037790298462,4.700649738311768,6.06734,9.539999961853027,,,,,,,960.0,6.037735849,960.0,6.037735849,,,,,,,,,,,,,,,,,,,Mariners,23697,677594
Fernando Tatis Jr.,SDP,156,672,590,161,98,31,1,31,92,93,71,4,133,6,5,0,,26,6,0.272696,0.105516,0.197797,0.533454,0.354243,0.48599,0.36046,0.840233,0.213294,5.01907,0.301838,0.666632,1.63295,105.266,25.8639,136.25,2.29958,10.7689,31.171369075775146,3.3688998222351074,5.82136,14.0600004196167,,,,,,,962.2,6.167948717,962.2,6.167948717,,,,,,,,,,,,,,,,,,,Padres,19709,665487
Ronald Acuña Jr.,ATL,151,651,553,161,99,28,2,32,98,96,85,4,133,8,5,0,,25,6,0.290712,0.130408,0.204615,0.637334,0.390049,0.52122,0.389801,0.911269,0.230508,5.21624,0.3281,1.37275,1.42196,117.485,40.5641,152.141,2.7947,-1.35226,43.02477312088013,-9.127261757850647,5.68412,5.320000171661377,,,,,,,1051.7,6.964900662,1051.7,6.964900662,,,,,,,,,,,,,,,,,,,Braves,18401,660670
Alejandro Kirk,TOR,125,495,437,121,83,22,0,16,60,59,50,2,58,4,3,1,,1,0,0.277186,0.100382,0.116419,0.862248,0.353418,0.435352,0.343325,0.78877,0.158165,2.39011,0.287504,-1.82365,-0.774255,70.596,12.1552,121.651,-2.59791,16.3466,10.02334976196289,25.071598052978516,5.33235,159.63999938964844,,,,,,,618.7,4.9496,618.7,4.9496,,,,,,,,,,,,,,,,,,,Blue Jays,22581,672386
Elly De La Cruz,CIN,156,672,601,160,93,32,8,27,100,89,62,3,184,4,5,1,,41,11,0.265788,0.0927681,0.273186,0.339579,0.336011,0.480259,0.348961,0.81627,0.214471,7.75551,0.335757,2.16878,2.82335,98.9923,19.5904,119.755,4.99213,0.977361,20.725927352905273,7.927360951900482,5.21905,8.470000267028809,,,,,,,932.3,5.976282051,932.3,5.976282051,,,,,,,,,,,,,,,,,,,Reds,26668,682829
Corey Seager,TEX,131,567,498,137,82,26,0,29,76,85,60,3,103,5,4,0,,3,1,0.275877,0.105775,0.18196,0.581308,0.356996,0.505264,0.368478,0.862259,0.229387,2.77136,0.292695,-1.09096,-0.712084,92.5093,25.5139,139.78,-1.80305,2.05366,24.780827164649963,6.378655910491943,5.18466,95.45999908447266,,,,,,,815.1,6.222137404,815.1,6.222137404,,,,,,,,,,,,,,,,,,,Rangers,13624,608369
Vladimir Guerrero Jr.,TOR,157,679,592,180,111,35,1,33,97,104,75,5,91,6,5,0,,6,3,0.303501,0.111092,0.134213,0.82773,0.385353,0.530698,0.390694,0.916051,0.227197,2.98961,0.310747,-0.507971,-1.19878,123.03,42.8008,154.282,-1.70675,-2.61101,41.733792424201965,-14.936009645462036,5.1328,18.1299991607666,,,,,,,1079.4,6.875159235,1079.4,6.875159235,,,,,,,,,,,,,,,,,,,Blue Jays,19611,665489
Yordan Alvarez,HOU,130,560,482,145,83,28,1,33,86,94,67,4,95,8,4,0,,5,2,0.301473,0.119508,0.169093,0.706758,0.392271,0.569197,0.406613,0.961468,0.267724,3.38167,0.314254,-0.925118,-0.708654,108.706,42.5377,165.22,-1.63377,1.05226,41.41280913352966,-10.747735738754272,5.10942,33.209999084472656,,,,,,,956.0,7.353846153,956.0,7.353846153,,,,,,,,,,,,,,,,,,,Astros,19556,670541
Corbin Carroll,ARI,147,637,556,146,82,29,11,24,110,80,67,3,133,10,4,0,,35,7,0.263221,0.104857,0.20865,0.502552,0.349654,0.485615,0.357355,0.835269,0.222394,8.45155,0.303319,2.7115,2.93015,98.1775,22.911,129.4,5.64164,6.24875,27.838257312774658,-0.376248836517334,4.97803,14.140000343322754,,,,,,,911.9,6.20340136,911.9,6.20340136,,,,,,,,,,,,,,,,,,,Diamondbacks,25878,682998
William Contreras,MIL,152,610,532,142,92,29,1,20,77,76,69,2,119,4,4,1,,7,2,0.267265,0.113366,0.195832,0.578891,0.353375,0.43797,0.344227,0.791346,0.170705,3.34434,0.307764,-0.664663,-0.639654,87.5143,15.4381,122.146,-1.30432,5.95157,14.70681083202362,13.501574039459229,4.96249,56.209999084472656,,,,,,,767.7,5.050657894,767.7,5.050657894,,,,,,,,,,,,,,,,,,,Brewers,20503,661388
Kyle Tucker,LAD,151,651,561,152,89,31,2,30,95,96,82,4,96,4,5,0,,24,4,0.270976,0.125892,0.148085,0.85013,0.364858,0.494107,0.368326,0.858965,0.223132,5.39608,0.277485,0.0315115,2.04618,106.134,29.2135,138.41,2.0777,1.53386,31.713356494903564,-5.4411362409591675,4.90396,13.170000076293945,,,,,,,965.9,6.396688741,965.9,6.396688741,,,,,,,,,,,,,,,,,,,Dodgers,18345,663656
José Ramírez,CLE,157,679,605,160,99,34,3,23,87,85,65,3,82,5,5,0,,38,8,0.263828,0.095447,0.120703,0.790761,0.337438,0.444327,0.337879,0.781765,0.180499,5.81336,0.270615,-0.0928975,3.01434,93.9139,13.6849,118.48,2.92145,4.62444,17.710928201675415,5.449435353279114,4.76065,6.230000019073486,,,,,,,882.7,5.622292993,882.7,5.622292993,,,,,,,,,,,,,,,,,,,Guardians,13510,608070
Junior Caminero,TBR,154,665,612,169,101,30,3,36,88,101,43,3,130,4,5,0,,5,3,0.276261,0.065245,0.194898,0.334764,0.32641,0.509655,0.354628,0.836065,0.233395,3.78167,0.295458,-0.0841038,-1.05969,101.021,22.4459,127.952,-1.14379,-0.150328,20.764042139053345,1.6246722340583801,4.6324,16.540000915527344,,,,,,,919.0,5.967532467,919.0,5.967532467,,,,,,,,,,,,,,,,,,,Rays,28163,691406
