Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
J.T. Realmuto,PHI,126,500,454,114,74,23,3,15,56,58,33,1,121,8,3,1,,7,2,0.251434,0.0660865,0.242431,0.272599,0.311386,0.411477,0.313847,0.722863,0.160043,4.60258,0.30868,-0.281745,-0.114932,59.3764,0.321192,98.9697,-0.396677,0.339165,-1.0070053040981293,9.789164900779724,2.11018,212.5800018310547,,,,,,,539.9,4.284920634,539.9,4.284920634,,,,,,,,,,,,,,,,,,,Phillies,11739,592663
Matt Wallner,MIN,110,476,410,96,50,22,2,22,60,65,51,1,147,12,3,0,,4,2,0.233861,0.10691,0.307798,0.347337,0.334383,0.45551,0.342516,0.789893,0.221649,4.29539,0.303908,-0.255618,-0.612745,67.6288,11.3858,119.732,-0.868363,-0.649892,10.20198792219162,-6.049891650676727,2.10101,347.69000244140625,,,,,,,600.6,5.46,600.6,5.46,,,,,,,,,,,,,,,,,,,Twins,26466,670242
Jackson Holliday,BAL,113,490,432,107,71,20,2,14,64,51,50,1,106,4,2,1,,13,6,0.248557,0.102616,0.216386,0.474227,0.33096,0.403394,0.32214,0.734354,0.154838,5.16084,0.296948,-0.0273571,-0.490065,61.5115,3.61419,107.898,-0.517422,-2.31265,4.043972373008728,-0.4626535177230835,2.09191,201.6999969482422,,,,,,,538.1,4.761946902,538.1,4.761946902,,,,,,,,,,,,,,,,,,,Orioles,31781,702616
Alec Burleson,STL,139,602,551,152,103,26,1,22,70,79,42,0,84,4,4,1,,6,2,0.275833,0.0695123,0.139064,0.499859,0.329154,0.445721,0.334966,0.774875,0.169887,3.52481,0.289784,-0.646335,-0.435831,81.8403,10.7094,117.196,-1.08217,-0.0741538,11.186842679977417,-10.874153979122639,2.08118,175.0,,,,,,,731.9,5.265467625,731.9,5.265467625,,,,,,,,,,,,,,,,,,,Cardinals,27615,676475
Miguel Vargas,CHW,139,602,524,124,75,29,2,18,76,67,66,0,113,7,5,0,,8,2,0.236662,0.110046,0.187869,0.585762,0.327161,0.402583,0.320562,0.729744,0.165921,4.32343,0.266562,-0.0575633,-0.392488,74.8001,3.66915,105.11,-0.450051,-5.05505,3.175496757030487,-3.6050504446029663,2.07595,299.8599853515625,,,,,,,663.7,4.774820143,663.7,4.774820143,,,,,,,,,,,,,,,,,,,White Sox,20178,678246
Freddy Fermin,SDP,122,480,436,105,76,18,0,11,48,49,33,1,95,3,4,4,,3,1,0.241796,0.0683833,0.198129,0.345146,0.297427,0.361421,0.288653,0.658848,0.119625,2.805,0.282824,0.0952248,-0.713938,47.2059,-9.50981,87.0604,-0.618713,2.78045,-7.980020701885223,12.15544581413269,2.07406,733.9400024414062,,,,,,,418.5,3.430327868,418.5,3.430327868,,,,,,,,,,,,,,,,,,,Padres,21840,666023
Sal Frelick,MIL,118,511,460,125,92,21,3,8,60,53,40,0,71,6,3,2,,15,4,0.27104,0.0788374,0.13938,0.565631,0.33508,0.38658,0.317576,0.721659,0.115539,5.51156,0.302902,0.429022,0.256403,62.2544,1.87577,103.89,0.685425,4.83661,3.041209399700165,0.16161346435546875,2.06711,215.19000244140625,,,,,,,548.5,4.648305084,548.5,4.648305084,,,,,,,,,,,,,,,,,,,Brewers,29622,686217
Teoscar Hernández,LAD,138,595,546,142,85,27,1,29,75,92,38,1,157,6,4,1,,6,2,0.260812,0.0642834,0.264344,0.243181,0.313802,0.473039,0.336588,0.786841,0.212227,3.71617,0.312101,-0.615708,-0.438278,81.672,11.3681,116.668,-1.05399,-3.97736,10.69998323917389,-10.352360486984253,2.06092,126.16999816894531,,,,,,,743.6,5.388405797,743.6,5.388405797,,,,,,,,,,,,,,,,,,,Dodgers,13066,606192
Lars Nootbaar,STL,115,497,428,106,68,22,2,15,62,51,61,2,100,3,3,1,,6,3,0.246859,0.122974,0.20061,0.613002,0.342741,0.40938,0.329611,0.752121,0.162521,3.91971,0.286322,0.316749,-0.719849,65.4051,6.68071,113.527,-0.4031,0.918103,7.565230578184128,-4.106897234916687,2.0456,745.5499877929688,,,,,,,576.8,5.015652173,576.8,5.015652173,,,,,,,,,,,,,,,,,,,Cardinals,21454,663457
Tyler Soderstrom,ATH,134,581,522,134,80,26,1,26,70,86,49,2,132,6,4,0,,5,2,0.255733,0.084286,0.226538,0.372061,0.324557,0.457684,0.336546,0.782241,0.201951,3.34618,0.292846,-0.132836,-0.706581,79.7307,11.0811,113.558,-0.839417,-2.03098,8.44505113363266,-8.505976676940918,2.03972,82.72000122070312,,,,,,,722.8,5.39402985,722.8,5.39402985,,,,,,,,,,,,,,,,,,,Athletics,27467,691016
