Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Johnathan Rodríguez,CLE,30.237,108.175,98.2977,23.1471,15.7104,4.36523,0.207775,2.86372,11.2929,11.5474,8.41323,0.399841,30.8613,0.796925,0.534646,0.13248,2.29131,0.586195,0.216074,0.23548,0.0777743,0.285291,0.272614,0.299487,0.371515,0.293642,0.671002,0.136035,3.09202,0.311538,,-0.133125,11.0767,-1.705,88.0074,-0.133125,-0.35,-1.662144497036934,-2.1646346747875214,-0.0105966,999.0,,,,,,,99.5,3.316666666,99.5,3.316666666,,,,,,,,,,,,,,,,,,,Guardians,22530,671286
Dustin Harris,CHW,9.956,25.496,23.1258,5.16671,3.49957,1.0324,0.104708,0.530038,2.77509,2.22421,1.85087,0.0966801,5.92696,0.241947,0.208751,0.0686476,0.296486,0.930469,0.2446,0.223418,0.0725945,0.232466,0.31228,0.285501,0.345875,0.276901,0.631376,0.122458,5.80386,0.274724,,0.0496449,2.26414,-0.748412,75.033,0.0496449,0.0,-0.7006134390830994,-0.28104057908058167,-0.0106531,999.0,,,,,,,25.2,2.52,25.2,2.52,,,,,,,,,,,,,,,,,,,White Sox,25705,687957
Grae Kessinger,NYM,2.531,7.71,6.97144,1.32852,0.92231,0.243434,0.0184719,0.144303,0.704606,0.633977,0.594464,0.0144001,2.03582,0.0643997,0.0535189,0.0261753,0.109906,0.109501,0.035546,0.190566,0.077103,0.264049,0.292002,0.258645,0.292882,0.246369,0.551526,0.102316,4.0983,0.244428,,-0.00299981,0.493554,-0.417442,57.6567,-0.00299981,0.0,-0.38993054861202836,0.028328923508524895,-0.0107518,999.0,,,,,,,1.6,0.533333333,1.6,0.533333333,,,,,,,,,,,,,,,,,,,Mets,25813,666197
Joey Wiemer,WSN,40.054,138.638,125.222,25.9096,16.3137,5.35331,0.269693,3.9729,13.7305,15.002,11.0091,0.308597,41.0895,1.41201,0.805115,0.189939,2.25693,2.36084,0.743873,0.206909,0.0794088,0.29638,0.267929,0.276859,0.349148,0.27536,0.626007,0.142239,4.1637,0.270942,,-0.0201202,12.1381,-4.24304,74.2354,-0.0201202,0.33,-4.253625955432653,-0.46472224593162537,-0.0108276,999.0,,,,,,,109.7,2.7425,109.7,2.7425,,,,,,,,,,,,,,,,,,,Nationals,27690,686894
Ronny Simon,PIT,3.753,11.505,10.4548,2.43595,1.72573,0.512209,0.0465253,0.151481,1.23761,0.945445,0.822408,0.0224249,2.248,0.0679903,0.0840273,0.075779,0.20246,0.356988,0.11178,0.232998,0.0714827,0.195393,0.365841,0.291039,0.334358,0.276035,0.625397,0.10136,5.27888,0.280669,,0.00849917,1.0136,-0.345806,72.7943,0.00849917,0.0,-0.36247239354997873,-0.12681879103183746,-0.010898,999.0,,,,,,,7.1,1.775,7.1,1.775,,,,,,,,,,,,,,,,,,,Pirates,25346,682927
Michael Siani,LAD,10.29,26.51,23.7056,4.844,3.55206,0.823969,0.127706,0.340272,3.02509,1.77598,2.10015,0.0517658,6.59725,0.208978,0.151566,0.343751,0.44427,1.00432,0.261918,0.20434,0.0792209,0.248859,0.318337,0.273372,0.292935,0.25384,0.566308,0.0885951,6.21427,0.266184,,0.0552519,1.85783,-1.27453,59.9826,0.0552519,0.05,-1.2020870558917522,0.20879628136754036,-0.011387,999.0,,,,,,,14.8,1.48,14.8,1.48,,,,,,,,,,,,,,,,,,,Dodgers,22557,672279
Kristian Robinson,ARI,4.059,13.523,12.1479,2.61076,1.74298,0.496571,0.0485256,0.322681,1.52037,1.3116,1.16622,0.029685,4.62808,0.116343,0.0708562,0.021669,0.21219,0.34947,0.10742,0.214914,0.0862394,0.342238,0.251987,0.288366,0.343469,0.279397,0.631834,0.128554,5.35019,0.314815,,0.00612599,1.2283,-0.369546,75.9968,0.00612599,0.0,-0.3785868240520358,-0.18791666626930237,-0.0119286,999.0,,,,,,,7.8,1.95,7.8,1.95,,,,,,,,,,,,,,,,,,,Diamondbacks,sa3006884,677565
Connor Joe,SEA,10.271,27.776,24.5164,4.99128,3.41689,1.00748,0.15121,0.415703,2.83795,2.22009,2.71218,0.011577,6.61026,0.354924,0.150009,0.0424612,0.448487,0.388774,0.134171,0.203589,0.0976448,0.237985,0.410299,0.290565,0.307887,0.270064,0.598452,0.104298,4.86038,0.25938,,-0.0199194,2.31244,-0.969509,77.1123,-0.0199194,0.0,-0.7691988106817007,-0.30617281794548035,-0.0122127,999.0,,,,,,,14.9,1.49,14.9,1.49,,,,,,,,,,,,,,,,,,,Mariners,16572,656582
Brett Wisely,ATL,11.89,39.404,35.7534,7.60927,5.28279,1.68238,0.0645925,0.579509,3.69677,3.31765,2.73087,0.129007,9.47359,0.287228,0.291564,0.34095,0.592152,0.665357,0.242194,0.212827,0.0693044,0.240422,0.288261,0.272057,0.312121,0.25832,0.584177,0.099294,4.22661,0.27046,,-0.0200592,2.90477,-1.75112,62.0714,-0.0200592,0.05,-1.7913951463997364,0.35581274703145027,-0.0127483,999.0,,,,,,,34.9,2.908333333,34.9,2.908333333,,,,,,,,,,,,,,,,,,,Braves,27735,689172
Davis Wendzel,PIT,4.782,15.111,13.7531,2.82721,1.90748,0.575822,0.0188098,0.325092,1.34453,1.47707,1.00134,0.0111002,3.37663,0.216583,0.109137,0.0308204,0.242585,0.065429,0.0235545,0.205568,0.0662657,0.223455,0.29655,0.268241,0.321085,0.261288,0.589327,0.115517,2.72557,0.246258,,-0.0171198,1.15037,-0.635109,62.6926,-0.0171198,0.0,-0.6852819193154573,0.05552248656749725,-0.012995,999.0,,,,,,,8.7,1.74,8.7,1.74,,,,,,,,,,,,,,,,,,,Pirates,26469,673995
Ji Hwan Bae,NYM,9.555,25.176,22.715,5.2184,3.84823,1.08512,0.0621173,0.222932,2.80227,1.71105,2.01368,0.0665641,6.32148,0.179596,0.134464,0.133263,0.427983,1.15876,0.331485,0.229734,0.079984,0.251092,0.318545,0.295961,0.312417,0.271576,0.608378,0.0826833,5.57623,0.306376,,0.0565575,2.12689,-0.847847,74.9247,0.0565575,0.0,-0.6916574686765671,-0.2775132358074188,-0.0134601,999.0,,,,,,,15.8,1.58,15.8,1.58,,,,,,,,,,,,,,,,,,,Mets,23818,678225
Mark Canha,TEX,26.448,99.196,86.7305,19.4858,13.8821,3.88097,0.224489,1.49827,10.3008,8.41016,8.75281,0.116933,20.0325,2.8611,0.688758,0.162829,2.19587,1.11033,0.294909,0.224671,0.0882375,0.201949,0.43693,0.314033,0.32642,0.288676,0.640453,0.101749,3.95652,0.273,,-0.0662477,9.75732,-1.96345,84.8072,-0.0662477,-0.03,-1.8425019010901451,-1.7079423945397139,-0.0139431,999.0,,,,,,,78.3,3.011538461,78.3,3.011538461,,,,,,,,,,,,,,,,,,,Rangers,11445,592192
Trey Mancini,LAA,2.951,9.51,8.607,1.94361,1.33494,0.342151,0.0132669,0.253249,0.921745,0.972273,0.709915,0.0302285,2.433,0.119682,0.0598154,0.0135901,0.188845,0.0335126,0.010789,0.225818,0.0746493,0.255836,0.291786,0.292027,0.356924,0.285198,0.648951,0.131106,2.50203,0.282643,,-0.0118058,0.908592,-0.215088,79.8281,-0.0118058,0.0,-0.23790533747524023,-0.2277006059885025,-0.0141485,999.0,,,,,,,5.2,1.733333333,5.2,1.733333333,,,,,,,,,,,,,,,,,,,Angels,15149,641820
Victor Bericoto,SFG,4.279,19.045,17.7129,4.20109,2.96751,0.781972,0.0540305,0.397572,1.88528,1.9197,1.074,0.0258641,4.74748,0.0724932,0.140182,0.0453855,0.361015,0.128301,0.0448059,0.237176,0.0563928,0.249277,0.226225,0.281457,0.35476,0.277766,0.636217,0.117583,3.59777,0.299299,,-0.0196772,1.70465,-0.54566,78.2574,-0.0196772,0.0,-0.5104567427188158,-0.26413577795028687,-0.014422,999.0,,,,,,,10.3,2.575,10.3,2.575,,,,,,,,,,,,,,,,,,,Giants,sa3008767,682674
