Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nestor Lorant","CIN",0.0418,0.073,0.0336,5.78151,0.4212,0.1232,0,0,,1,4.564,1.1131,0.682,0.64239,0.191444,0.4971,0.01,0.0467,0.7164,6.4476,4.4739,1.44116,1.723,0.156968,0.108918,0.04804997146129608,0.276877,1.6102,0.296128,0.691563,0.403958,,5.85386,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nestor Lorant","sa3011640",686544
"Danny Kirwin","BOS",0.0407,0.0723,0.0281,5.99544,0.4846,0.1096,0,0,,1,4.635,1.1678,0.7092,0.66616,0.158222,0.5529,0.0121,0.0451,0.5817,5.2353,4.9761,1.05209,1.424,0.125502,0.119288,0.0062135979533195496,0.289274,1.7207,0.306204,0.674698,0.437847,,5.85397,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Danny Kirwin","sa3023553",814460
"Jefrem Leon",,0.0413,0.0791,0.0468,5.8275,0.2274,0.1644,0,0,,1,4.601,1.1486,0.6893,0.6475,0.168,0.5126,0.0046,0.0478,0.5886,5.2974,4.6134,1.14826,1.512,0.127929,0.111411,0.016518138349056244,0.284265,1.6612,0.298599,0.681557,0.417006,,5.85448,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jefrem Leon","sa3016019",698986
"Trennor O'Donnell","BOS",0.0405,0.0737,0.0303,6.02856,0.4376,0.1196,0,0,,1,4.626,1.1686,0.7117,0.66984,0.164111,0.5322,0.0106,0.0492,0.5939,5.3451,4.7898,1.11593,1.477,0.128383,0.115045,0.013337664306163788,0.288928,1.7008,0.305633,0.672379,0.423169,,5.85632,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Trennor O'Donnell","sa3023531",815064
"Pedro Da Costa Lemos","SEA",0.0404,0.0751,0.0397,5.52366,0.3956,0.1286,0,0,,1,4.586,1.1017,0.6563,0.61374,0.162,0.5285,0.0094,0.0574,0.5867,5.2803,4.7565,1.11012,1.458,0.127933,0.115242,0.012690797448158264,0.275418,1.6302,0.289014,0.693958,0.429011,,5.85678,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Pedro Da Costa Lemos","sa3016781",692038
"Liam Sullivan","WSN",0.0418,0.0801,0.0556,5.54436,0.1754,0.1754,0,0,,1,4.608,1.0724,0.6571,0.61604,0.157111,0.6045,0.0031,0.0458,0.651,5.859,5.4405,1.07692,1.414,0.141276,0.131185,0.010091140866279602,0.270965,1.6769,0.290606,0.699958,0.402906,,5.85782,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Liam Sullivan","sa3022952",807715
"Alberto Pacheco","COL",0.0377,0.0839,0.0449,6.03927,0.1919,0.1719,0,0,,1,4.622,1.2167,0.7148,0.67103,0.168,0.4871,0.0036,0.0511,0.5528,4.9752,4.3839,1.13488,1.512,0.119602,0.105387,0.014214619994163513,0.297933,1.7038,0.311835,0.67343,0.449175,,5.85948,-0.0000999029,-0.000679999,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Alberto Pacheco","sa3015421",691436
"Luis Serna","NYY",0.0451,0.0763,0.0524,5.67378,0.1853,0.1733,0,0,,1,4.591,1.1203,0.6722,0.63042,0.176556,0.5008,0.0034,0.0617,0.6384,5.7456,4.5072,1.27476,1.589,0.139055,0.109083,0.029971681535243988,0.278094,1.6211,0.293677,0.69065,0.424842,,5.8724,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luis Serna","sa3016528",702436
"Anderson Brito","HOU",0.0424,0.0765,0.0426,5.8626,0.2785,0.1535,0,0,,1,4.615,1.0944,0.6916,0.6514,0.171889,0.5779,0.0061,0.0505,0.7055,6.3495,5.2011,1.2208,1.547,0.152871,0.125222,0.027648985385894775,0.27452,1.6723,0.296703,0.685011,0.39617,,5.87524,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Anderson Brito","sa3024232",820901
"Aidan Curry","TEX",0.0429,0.0784,0.0488,5.80374,0.1994,0.1704,0,0,,1,4.583,1.1018,0.6829,0.64486,0.187111,0.5138,0.0038,0.0482,0.7047,6.3423,4.6242,1.37155,1.684,0.153764,0.11211,0.04165393114089966,0.274011,1.6156,0.292309,0.689029,0.367259,,5.87552,-0.0000999029,-0.000679999,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Aidan Curry","sa3015334",695778
