Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tobias Myers","MIL",7.65628,9.58462,5.39561,4.43061,33.735,23.503,0,0.5961,,136.505,577.302,130.425,72.01,67.2,21.4068,39.9866,1.09333,5.2783,124.259,8.19261,2.63638,3.10752,1.41139,0.215241,0.0692646,0.14597639441490173,0.245143,1.24839,0.28216,0.700657,,,4.37936,1.66869,1.20004,321.69000244140625,,,,,,,534.5000000000002,3.9014598540146004,529,3.8613138686131387,,,,,,,,,,,,,,,,,,,"Tobias Myers","22191",668964
"Merrill Kelly","ARI",8.97092,9.23729,12.3697,4.6199,25.672,25.672,0,0,,153.315,656.143,148.173,84.01,78.7,22.3905,53.8768,0.400586,4.95054,135.456,7.95164,3.16271,2.51418,1.31438,0.206443,0.0821114,0.12433172762393951,0.248065,1.31788,0.286216,0.691492,,,4.44911,1.66104,1.10294,304.0899963378906,,,,,,,569.8,3.7241830065359474,572,3.738562091503268,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Jordan Hicks","SFG",7.02881,8.602,3.73452,4.19877,32.702,21.632,0,0.6312,,124.022,534.768,118.709,62.03,57.86,11.6517,48.9345,0.938719,7.19205,104.705,7.59824,3.55107,2.13971,0.845537,0.195796,0.0915061,0.10429008305072784,0.248013,1.35173,0.295508,0.697897,,,4.05697,1.62927,1.3924,436.9100036621094,,,,,,,506.5999999999999,4.0854838709677415,510,4.112903225806452,,,,,,,,,,,,,,,,,,,"Jordan Hicks","19618",663855
"Cody Bradford","TEX",4.8701,5.40074,0.915434,3.86162,41.181,13.538,0,0.6243,,103.946,428.033,92.9471,47.83,44.6,14.1504,24.4008,1.5857,3.31675,96.0202,8.31376,2.1127,3.93512,1.22519,0.224329,0.0570068,0.16732202842831612,0.232185,1.12893,0.271577,0.712731,,,3.88865,1.62844,1.3883,329.3299865722656,,,,,,,470.6000000000001,4.525,453,4.355769230769231,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Kyle Harrison","SFG",7.54598,8.84718,9.21858,4.52009,24.29,24.29,0,0.6312,,130.816,561.841,124.816,70.64,65.7,18.3362,47.6459,0.314184,6.37192,123.054,8.46598,3.27799,2.58268,1.26151,0.219019,0.0848031,0.1342158392071724,0.245785,1.31835,0.290583,0.69365,,,4.34612,1.61528,1.03434,391.3399963378906,,,,,,,511.0000000000001,3.900763358778627,509,3.885496183206107,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Cade Smith","CLE",2.45868,1.58958,0,2.93006,63.398,0,2,14.1354,,79.2475,323.493,57.4523,27.68,25.8,5.92019,28.5015,1.77643,4.37028,102.998,11.6973,3.23687,3.61378,0.672345,0.318394,0.0881056,0.2302888035774231,0.197688,1.08462,0.283607,0.750317,,,2.78264,1.58467,1.37243,366.9700012207031,,,,,,,535.6000000000001,6.7797468354430395,490,6.2025316455696204,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
"Aaron Civale","MIL",8.7002,10.274,7.5064,4.44642,32.19,25.514,0,0.5961,,144.703,612.13,136.466,76.41,71.49,22.8422,43.798,0.783211,6.43819,127.748,7.94547,2.72408,2.91675,1.4207,0.208695,0.0715503,0.1371443048119545,0.242868,1.24575,0.276253,0.700368,,,4.49445,1.57661,1.33889,373.57000732421875,,,,,,,546.5,3.768965517241379,536,3.696551724137931,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Jeffrey Springs","ATH",7.7876,10.3266,7.25085,4.53934,28.674,24.717,0,0.6679,,132.224,560.339,129.402,71.66,66.69,21.9705,38.111,0.583832,3.83168,124.386,8.46651,2.59407,3.26379,1.49545,0.221984,0.0680142,0.1539698764681816,0.249619,1.26689,0.288763,0.700913,,,4.39675,1.5724,0.953552,265.30999755859375,,,,,,,496.8000000000002,3.763636363636365,500,3.787878787878788,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
"Zack Littell","TBR",7.92587,9.59886,6.97367,4.49763,30.101,23.55,0,0.6853,,134.931,566.422,135.432,72.09,67.43,22.3907,28.8503,0.659754,4.76819,110.085,7.34276,1.92434,3.81574,1.49348,0.194352,0.0509342,0.14341739565134048,0.254187,1.21753,0.282371,0.693513,,,4.43946,1.56237,1.11655,402.5,,,,,,,499.4,3.699259259259259,511,3.785185185185185,,,,,,,,,,,,,,,,,,,"Zack Littell","15823",641793
"Max Scherzer","TOR",6.77503,7.05758,6.5782,4.22337,20.855,18.514,0,0.6566,,104.76,436.308,90.6698,52.52,49.16,17.8561,31.9592,0.40958,4.52815,111.334,9.5648,2.74564,3.48364,1.53403,0.255174,0.0732492,0.18192453682422638,0.226776,1.17057,0.269053,0.718106,,,4.30167,1.56048,1.20153,282.6000061035156,,,,,,,434,4.133333333333334,406,3.8666666666666667,,,,,,,,,,,,,,,,,,,"Max Scherzer","3137",453286
"Shane Bieber","CLE",4.58864,4.74067,3.97161,3.77157,16.869,12.442,0,0.6686,,77.0766,317.662,70.8508,34.73,32.3,9.00058,18.4866,0.412994,2.47187,74.5593,8.70606,2.15863,4.03315,1.05097,0.234713,0.0581959,0.17651690170168877,0.238793,1.15907,0.290181,0.711622,,,3.56562,1.54213,1.24145,436.1700134277344,,,,,,,368.5,4.785714285714286,362,4.701298701298701,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Shane Baz","TBR",8.30302,9.74954,7.44668,4.40652,30.024,24.222,0,0.6853,,137.68,584.822,126.349,71.94,67.41,20.4875,47.5952,0.752237,6.77546,125.828,8.22524,3.11125,2.64371,1.33925,0.215156,0.081384,0.13377181440591812,0.238191,1.26339,0.275583,0.702209,,,4.45784,1.5322,1.303,191.24000549316406,,,,,,,538.6,3.902898550724638,521,3.7753623188405796,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
