Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Andrés Giménez","TOR",147,637,575,154,109,28,3,14,71,73,32,2,108,21,4,4,,27,4,0.266788,0.0508197,0.168852,0.300971,0.326733,0.397459,0.31684,0.724192,0.130672,6.05526,0.305239,0,2.47744,77.93,3.41496,108.01,2.47744,13.3842,8.315844535827637,15.709183931350708,4.67432,169,,,,,,,716.4,4.873469387,716.4,4.873469387,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Vladimir Guerrero Jr.","TOR",157,679,597,174,108,35,0,31,93,101,72,8,96,6,3,0,,4,2,0.290598,0.106767,0.141353,0.755319,0.371429,0.502564,0.37342,0.873993,0.211966,2.50145,0.301724,0,-1.42047,113.99,34.5614,147.81,-1.42047,-1.84275,35.72418987751007,-13.517750263214111,4.6311,13.09000015258789,,,,,,,1006.3,6.40955414,1006.3,6.40955414,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Matt Chapman","SFG",157,679,595,143,81,34,2,26,91,77,72,2,177,8,5,0,,10,2,0.240918,0.105528,0.261307,0.403846,0.328308,0.437859,0.332158,0.766167,0.196941,4.88,0.295977,0,-0.121764,91.4396,12.0115,115.199,-0.121764,7.31137,12.218879498541355,9.736374616622925,4.60274,128.3800048828125,,,,,,,813.6,5.182165605,813.6,5.182165605,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Freddie Freeman","LAD",154,665,576,171,109,37,2,23,100,93,74,10,106,10,5,0,,11,2,0.297597,0.112,0.16,0.7,0.384,0.491682,0.374399,0.875682,0.194085,4.62318,0.32783,0,-0.17823,112.163,34.3728,143.361,-0.17823,0,34.30332204699516,-12.024999618530273,4.58796,26.43000030517578,,,,,,,983.8,6.388311688,983.8,6.388311688,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Gabriel Moreno","ARI",128,507,450,128,93,25,1,10,56,60,49,1,83,4,4,0,,5,1,0.284848,0.0967742,0.163979,0.590164,0.357527,0.409091,0.336263,0.766618,0.124242,3.52277,0.328302,0,-0.602337,70.0071,10.6525,114.36,-0.602337,10.2397,8.110690712928772,19.214683532714844,4.56718,186.86000061035156,,,,,,,604.7,4.72421875,604.7,4.72421875,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Adley Rutschman","BAL",146,586,513,134,86,29,1,17,70,71,65,3,92,3,5,0,,2,0,0.260355,0.110535,0.157168,0.703297,0.343696,0.422091,0.333256,0.765787,0.161736,2.89996,0.284653,0,-0.78562,79.4602,10.8877,120.834,-0.78562,5.1684,13.188284277915955,11.318400382995605,4.54917,63.43000030517578,,,,,,,694.8,4.758904109,694.8,4.758904109,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Dansby Swanson","CHC",157,679,611,150,98,29,2,20,88,79,61,1,166,3,3,0,,15,3,0.244936,0.0895522,0.243781,0.367347,0.315091,0.399632,0.312428,0.714723,0.154696,5.02324,0.301837,0,0.288676,80.6572,1.22913,102.498,0.288676,11.7317,2.3166780173778534,19.00668478012085,4.53748,174.72000122070312,,,,,,,724.6,4.615286624,724.6,4.615286624,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"William Contreras","MIL",156,626,552,149,95,31,1,22,84,83,68,3,134,3,2,0,,7,1,0.27,0.109347,0.213404,0.512397,0.352734,0.45,0.348144,0.802734,0.18,3.8737,0.31856,0,-0.41217,92.4155,19.1404,123.619,-0.41217,-0.5472,17.279739797115326,5.45279997587204,4.50211,24.43000030517578,,,,,,,808.3,5.181410256,808.3,5.181410256,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Brent Rooker","ATH",151,651,576,154,85,26,2,41,84,111,63,3,189,8,4,0,,9,2,0.268199,0.0966102,0.289831,0.333333,0.345763,0.534483,0.37354,0.880245,0.266284,4.11692,0.323899,0,-0.330098,109.352,33.1991,150.517,-0.330098,0,37.298941880464554,-15.675000190734863,4.47455,66.26000213623047,,,,,,,983.1,6.510596026,983.1,6.510596026,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Carlos Correa","MIN",130,560,491,133,85,27,1,20,74,72,60,3,107,5,5,0,,0,0,0.271889,0.107071,0.191919,0.557895,0.353535,0.456221,0.349706,0.809757,0.184332,1.93779,0.307692,0,-1.15182,83.3233,17.8155,130.457,-1.15182,1.6679,18.363584637641907,6.167895674705505,4.46153,242.02999877929688,,,,,,,720.8,5.544615384,720.8,5.544615384,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Marcus Semien","TEX",154,665,598,149,93,30,3,23,96,82,62,1,103,3,3,0,,9,2,0.249169,0.0925373,0.155224,0.596154,0.320896,0.423588,0.323801,0.744484,0.174419,5.05212,0.26569,0,-0.255098,85.081,7.29063,111.576,-0.255098,9.42686,8.553035616874695,11.601857900619507,4.37103,104.12000274658203,,,,,,,763.2,4.955844155,763.2,4.955844155,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Kyle Tucker","CHC",154,665,575,151,90,30,1,29,91,96,84,6,102,1,5,0,,22,3,0.262693,0.125954,0.152672,0.825,0.354962,0.472406,0.354906,0.827368,0.209713,5.00174,0.271186,0,1.95476,101.73,23.9394,131.088,1.95476,1.81414,26.676552414894104,-6.510856866836548,4.36977,8.739999771118164,,,,,,,924.3,6.001948051,924.3,6.001948051,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Wyatt Langford","TEX",141,609,544,147,87,31,5,24,87,89,56,2,121,5,3,0,,20,4,0.269811,0.0927487,0.198988,0.466102,0.342327,0.475472,0.351598,0.817799,0.20566,6.20769,0.306122,0,1.07973,91.5414,20.3018,131.129,1.07973,5.29774,22.771224975585938,-1.0272550582885742,4.34234,43.93000030517578,,,,,,,833,5.907801418,833,5.907801418,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Willy Adames","SFG",156,672,601,148,86,36,1,24,81,86,65,2,155,2,4,0,,14,3,0.246101,0.096124,0.231008,0.416107,0.31938,0.429809,0.324427,0.749189,0.183709,4.40899,0.290954,0,0.25065,86.3157,7.70643,109.995,0.25065,3.888,8.282802373170853,11.087999820709229,4.31175,95.5999984741211,,,,,,,782.7,5.017307692,782.7,5.017307692,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Ketel Marte","ARI",147,637,558,151,89,32,3,27,89,91,67,4,115,6,7,0,,7,1,0.270378,0.10453,0.181185,0.576923,0.350174,0.483101,0.35626,0.833276,0.212724,4.44649,0.293963,0,-0.352723,98.1408,23.6258,127.82,-0.352723,-1.1952,20.838231593370438,-0.5202000141143799,4.2892,32.40999984741211,,,,,,,880.8,5.991836734,880.8,5.991836734,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Manny Machado","SDP",151,651,593,158,99,30,1,28,82,100,52,6,125,1,5,0,,9,2,0.266304,0.0792079,0.191419,0.413793,0.323432,0.461957,0.334642,0.785389,0.195652,3.90943,0.291566,0,-0.295947,88.9706,12.8178,118.581,-0.295947,3.07686,14.168473362922668,4.201858997344971,4.1362,38.220001220703125,,,,,,,818.2,5.418543046,818.2,5.418543046,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Patrick Bailey","SFG",128,506,455,107,72,21,1,12,55,53,43,0,122,2,5,1,,4,0,0.234987,0.084507,0.241784,0.349515,0.301176,0.365535,0.293411,0.666712,0.130548,3.66106,0.291971,0,-0.215236,52.3204,-6.82372,89.119,-0.215236,20.1278,-6.793883949518204,30.002761840820312,4.13585,305.8399963378906,,,,,,,466.2,3.6421875,466.2,3.6421875,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Isaac Paredes","HOU",141,609,521,126,73,26,1,25,69,92,69,1,100,14,4,0,,1,1,0.242188,0.113712,0.16388,0.693878,0.344482,0.443359,0.343691,0.787841,0.201172,2.13358,0.251908,0,-1.43853,87.6658,16.4261,127.095,-1.43853,-0.463618,17.441888451576233,1.7113815248012543,4.07478,192.08999633789062,,,,,,,748.8,5.310638297,748.8,5.310638297,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Steven Kwan","CLE",156,672,593,168,128,26,5,9,94,62,68,1,63,5,3,2,,17,4,0.282847,0.101449,0.0933978,1.08621,0.360258,0.388686,0.331427,0.748945,0.105839,5.66952,0.303093,0,0.129721,90.1017,11.4925,118.167,0.129721,9.88663,14.098269894719124,2.6866283416748047,4.04708,147.36000061035156,,,,,,,776.4,4.976923076,776.4,4.976923076,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Jazz Chisholm Jr.","NYY",141,609,549,138,86,22,3,26,79,92,51,3,153,4,3,1,,35,9,0.251004,0.0833333,0.251812,0.330935,0.317604,0.447791,0.329081,0.765396,0.196787,6.43672,0.298817,0,2.39782,80.5044,9.26476,115.266,2.39782,3.05019,13.03577470779419,5.225193977355957,3.98263,22.760000228881836,,,,,,,755.4,5.357446808,755.4,5.357446808,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Mike Trout","LAA",120,518,443,115,61,22,3,29,75,80,65,6,139,8,2,0,,8,2,0.258993,0.126154,0.267692,0.471264,0.363077,0.517986,0.374576,0.881063,0.258993,5.15012,0.310345,0,-0.0580163,87.4428,26.8482,145.503,-0.0580163,-0.140684,26.911681689321995,-6.190683931112289,3.9234,118.0999984741211,,,,,,,783.1,6.525833333,783.1,6.525833333,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Xander Bogaerts","SDP",149,644,579,152,108,27,1,15,75,69,52,1,115,6,7,0,,13,2,0.262295,0.0810313,0.178637,0.453608,0.325967,0.393443,0.31468,0.71941,0.131148,4.49536,0.299479,0,0.347429,77.6667,2.3328,105.144,0.347429,5.4766,4.309095591306686,11.626605033874512,3.86068,154.8300018310547,,,,,,,690.3,4.632885906,690.3,4.632885906,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Jordan Westburg","BAL",133,574,523,134,81,30,4,19,76,78,38,0,132,9,2,1,,8,2,0.256303,0.0670498,0.229885,0.291667,0.316699,0.436975,0.326681,0.753673,0.180672,5.4069,0.307918,0,-0.366641,74.7691,7.6237,116.209,-0.366641,6.36937,10.279035538434982,7.619365692138672,3.82468,90.23999786376953,,,,,,,666.4,5.010526315,666.4,5.010526315,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Will Smith","LAD",126,501,430,108,68,20,2,18,67,67,52,4,91,11,8,0,,2,0,0.251586,0.103448,0.181488,0.57,0.341198,0.433404,0.33467,0.774602,0.181818,3.54892,0.273481,0,-0.64097,68.4815,9.87553,116.621,-0.64097,1.47273,9.316475093364716,10.322727680206299,3.75136,104.93000030517578,,,,,,,606.2,4.811111111,606.2,4.811111111,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Nico Hoerner","CHC",130,560,510,140,103,26,3,8,71,54,37,2,61,10,3,0,,25,5,0.275311,0.066343,0.108414,0.61194,0.334951,0.385435,0.31641,0.720387,0.110124,6.19501,0.297959,0,2.06657,68.316,2.8083,105.178,2.06657,10.1388,5.533736944198608,12.138775825500488,3.75116,202.41000366210938,,,,,,,616.2,4.74,616.2,4.74,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Anthony Volpe","NYY",157,679,612,146,89,35,5,17,85,77,54,1,157,8,4,1,,27,6,0.239243,0.0790698,0.231008,0.342282,0.307453,0.395869,0.306848,0.703323,0.156627,6.63919,0.292857,0,1.72787,77.6079,-1.8202,99.6278,1.72787,4.34203,1.4387031495571136,11.617026329040527,3.68604,140.91000366210938,,,,,,,715.9,4.559872611,715.9,4.559872611,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Zach Neto","LAA",130,560,497,125,74,29,1,21,71,76,38,1,126,19,2,3,,23,7,0.252033,0.0685921,0.225632,0.304,0.328494,0.443089,0.335558,0.771583,0.191057,5.43737,0.295977,0,0.754921,76.9467,11.439,118.057,0.754921,-1.944,12.3252432346344,4.056000113487244,3.6198,199.02999877929688,,,,,,,685.3,5.271538461,685.3,5.271538461,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Alex Bregman","BOS",157,679,599,151,95,30,2,24,87,89,67,1,88,8,5,0,,2,1,0.252269,0.0992,0.1296,0.765432,0.3328,0.430127,0.332024,0.762927,0.177858,3.14679,0.258278,0,-1.33446,91.3663,11.9382,111.547,-1.33446,2.30765,7.636996746063232,4.7326500415802,3.61518,118.70999908447266,,,,,,,796.6,5.07388535,796.6,5.07388535,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Tommy Edman","LAD",141,609,556,141,94,30,3,14,83,69,42,1,107,5,4,3,,26,3,0.253521,0.0685225,0.175589,0.390244,0.309677,0.394366,0.306691,0.704044,0.140845,6.654,0.28869,0,3.05869,69.5301,-1.70953,97.7893,3.05869,10.6323,1.4487299919128418,12.857316493988037,3.572,175.39999389648438,,,,,,,651.3,4.619148936,651.3,4.619148936,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Ian Happ","CHC",156,672,583,145,85,35,2,23,87,86,78,2,163,6,4,0,,12,3,0.249091,0.116719,0.242902,0.480519,0.342271,0.436364,0.338834,0.778635,0.187273,4.49722,0.304233,0,-0.277727,94.108,15.4988,120.271,-0.277727,3.34125,16.01166382431984,-3.858750343322754,3.5663,130.77999877929688,,,,,,,824.5,5.28525641,824.5,5.28525641,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Bo Bichette","TOR",144,623,582,164,114,32,1,17,77,77,35,1,119,3,2,0,,10,3,0.28125,0.0565693,0.191606,0.295238,0.324818,0.427734,0.32626,0.752552,0.146484,4.21761,0.327411,0,-0.528313,80.9407,8.06336,114.637,-0.528313,-2.83819,9.905225932598114,3.8368113040924072,3.56412,119.36000061035156,,,,,,,719.3,4.995138888,719.3,4.995138888,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Mark Vientos","NYM",154,665,603,151,89,28,2,31,78,102,51,1,201,6,5,0,,0,0,0.25,0.0767857,0.301786,0.254438,0.3125,0.458661,0.331394,0.771161,0.208661,2.25397,0.318612,0,-1.14341,89.1453,11.3548,116.231,-1.14341,-1.01102,11.763670682907104,0.3139781951904297,3.53445,104.33999633789062,,,,,,,797.6,5.179220779,797.6,5.179220779,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Jarren Duran","BOS",152,658,599,157,89,39,10,19,92,81,50,1,149,6,2,1,,27,5,0.262069,0.0753532,0.22606,0.333333,0.323899,0.455172,0.335431,0.779072,0.193103,7.82798,0.319048,0,2.14642,90.3448,13.3732,113.944,2.14642,2.35063,12.644623517990112,-0.49936938285827637,3.51971,21.030000686645508,,,,,,,834.2,5.488157894,834.2,5.488157894,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Ezequiel Tovar","COL",159,686,646,171,101,41,4,24,84,94,28,1,180,4,4,3,,7,4,0.264274,0.0414747,0.262673,0.157895,0.297839,0.453507,0.321277,0.751347,0.189233,4.59658,0.328605,0,-1.27976,86.3747,6.12779,92.8032,-1.27976,10.967,-7.183436632156372,18.316973209381104,3.50917,130.39999389648438,,,,,,,777,4.886792452,777,4.886792452,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Matt McLain","CIN",138,595,524,133,78,30,4,21,78,83,59,1,164,10,2,0,,19,7,0.254237,0.0988806,0.276119,0.358108,0.339552,0.449153,0.342446,0.788705,0.194915,6.1029,0.32899,0,-0.0709846,85.0543,15.4523,113.682,-0.0709846,3.01161,9.663563027977943,4.436606526374817,3.50259,92.5199966430664,,,,,,,751.5,5.445652173,751.5,5.445652173,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Alejandro Kirk","TOR",110,436,384,101,73,18,0,9,36,49,43,1,52,4,5,0,,0,0,0.262599,0.0981308,0.119159,0.823529,0.338785,0.381963,0.317669,0.720748,0.119363,0.748918,0.279503,0,-0.941536,53.6801,2.63091,108.594,-0.941536,8.0643,3.349644124507904,15.964304447174072,3.49715,256.0299987792969,,,,,,,459.4,4.176363636,459.4,4.176363636,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Nolan Arenado","STL",152,658,598,158,104,32,1,20,69,87,48,3,96,6,7,0,,2,2,0.263757,0.0724138,0.146552,0.494118,0.32069,0.42315,0.320974,0.74384,0.159393,2.41636,0.281395,0,-1.68287,82.6884,5.71684,107.172,-1.68287,5.76861,3.9601237773895264,7.5186086893081665,3.44852,229.36000061035156,,,,,,,733.5,4.825657894,733.5,4.825657894,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Corbin Carroll","ARI",156,672,582,149,91,26,11,21,111,88,69,1,136,12,5,3,,35,6,0.25614,0.103343,0.202128,0.511278,0.345038,0.449123,0.344309,0.794161,0.192982,8.43815,0.296912,0,3.1088,97.0692,18.4599,119.776,3.1088,-1.33011,19.000114917755127,-8.030104994773865,3.44413,8.3100004196167,,,,,,,880.6,5.644871794,880.6,5.644871794,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
